"Enrichment.FDR";"Genes.in.list";"Total.genes";"Functional.Category";"Genes";"species";"feature"
5.28949245960754e-11;53;861;"Response to lipid ";"AT1G35720 AT1G47510 AT1G50700 AT1G61950 AT2G16600 AT2G21130 AT3G04530 AT4G34870 AT5G01060 AT1G10940 AT2G16850 AT2G37170 AT3G50500 AT3G53420 AT4G30160 AT4G33950 AT4G35100 AT5G08080 AT5G60660 AT5G62880 AT5G66880 AT1G10430 AT1G25490 AT1G50030 AT2G18470 AT3G48040 AT4G18710 AT4G28950 AT5G41790 AT1G01560 AT1G18080 AT1G48630 AT2G36530 AT2G43790 AT3G11820 AT3G18130 AT3G48330 AT4G01370 AT4G17260 AT4G38740 AT3G17410 AT4G00720 AT4G21534 AT4G21540 AT5G01810 AT1G06390 AT1G35160 AT1G78300 AT2G30980 AT5G10450 AT5G65430 AT2G17800 AT3G45640";"A. thaliana";"AIM"
1.16156974815232e-10;18;107;"Signal transduction by protein phosphorylation ";"AT3G46140 AT1G01560 AT1G07880 AT1G10210 AT1G18080 AT1G48630 AT1G59580 AT2G18170 AT2G42880 AT2G43790 AT2G46070 AT3G06110 AT3G18130 AT3G45640 AT3G59790 AT4G01370 AT4G11330 AT4G36450";"A. thaliana";"AIM"
1.92792565078698e-10;30;325;"Developmental growth involved in morphogenesis ";"AT1G68090 AT1G61290 AT3G12160 AT1G09080 AT1G75780 AT4G02650 AT4G17530 AT4G33970 AT5G47200 AT1G12040 AT1G13980 AT1G20090 AT1G34350 AT1G49240 AT1G75840 AT2G20190 AT2G28620 AT2G34650 AT2G37620 AT2G41970 AT3G07880 AT3G18780 AT3G51300 AT3G53750 AT4G30160 AT5G07830 AT5G09810 AT5G35700 AT5G60660 AT5G66680";"A. thaliana";"AIM"
2.19408321848887e-10;136;3648;"Response to stress ";"AT1G01620 AT1G08830 AT1G09080 AT1G12520 AT1G16030 AT1G35720 AT1G47510 AT1G48130 AT1G56410 AT1G68090 AT2G16850 AT2G28190 AT2G37170 AT2G37180 AT2G38760 AT2G39010 AT2G45960 AT3G09440 AT3G11630 AT3G12580 AT3G46140 AT3G53420 AT3G54820 AT3G61430 AT4G00430 AT4G23400 AT4G31880 AT4G35100 AT5G02490 AT5G02500 AT5G06290 AT5G10220 AT5G10230 AT5G12380 AT5G18100 AT5G28540 AT5G42020 AT5G56000 AT5G56010 AT5G56030 AT5G58070 AT5G60660 AT5G65020 AT1G09210 AT1G10940 AT1G30580 AT1G56340 AT1G60940 AT2G18170 AT2G43790 AT3G08730 AT3G45640 AT3G50500 AT4G01370 AT4G33950 AT5G07350 AT5G08590 AT5G61780 AT5G63650 AT5G66880 AT1G08860 AT1G16590 AT1G19570 AT1G25490 AT1G50030 AT1G65930 AT2G01180 AT2G07180 AT2G14580 AT2G14610 AT2G26290 AT2G28590 AT3G06110 AT3G29160 AT3G44110 AT3G58500 AT4G22305 AT4G38740 AT5G01020 AT5G07300 AT5G22060 AT5G45890 AT5G50260 AT5G52640 AT5G61900 AT1G49240 AT1G57870 AT1G64030 AT1G72370 AT1G79930 AT2G14540 AT2G18260 AT2G19990 AT2G29550 AT2G35040 AT2G36530 AT2G39460 AT2G47060 AT2G47800 AT3G04530 AT3G08720 AT3G23990 AT3G26520 AT3G48750 AT3G55280 AT3G57290 AT4G17260 AT4G31300 AT5G09810 AT5G10450 AT5G12250 AT5G14640 AT5G19320 AT5G20010 AT5G23860 AT5G25250 AT5G38480 AT5G41790 AT1G78290 AT3G11820 AT3G52400 AT5G65430 AT1G06390 AT1G09090 AT1G10300 AT1G16920 AT1G56070 AT1G64550 AT1G64790 AT1G71790 AT2G24150 AT3G20290 AT3G48330 AT4G33730 AT5G22330 AT5G26751";"A. thaliana";"AIM"
2.44351961883174e-10;68;1334;"Response to acid chemical ";"AT1G01620 AT1G35720 AT1G47510 AT1G50700 AT1G61950 AT1G68090 AT2G16850 AT2G37170 AT2G37180 AT2G38760 AT2G39010 AT2G45960 AT3G04530 AT3G53420 AT3G54820 AT3G61430 AT4G00430 AT4G23400 AT4G35100 AT5G10220 AT5G10230 AT5G12380 AT5G60660 AT5G65020 AT1G10940 AT2G43790 AT3G45640 AT3G50500 AT4G30160 AT4G33950 AT5G08080 AT5G62880 AT5G66880 AT1G10430 AT1G25490 AT2G18470 AT3G48040 AT4G28950 AT5G41790 AT1G01560 AT1G08830 AT1G18080 AT1G19570 AT1G48630 AT2G14580 AT2G14610 AT2G28190 AT2G36530 AT3G11820 AT3G18130 AT3G48330 AT4G01370 AT4G05320 AT4G17260 AT5G18100 AT5G58070 AT1G75270 AT2G46070 AT2G47800 AT3G06110 AT3G17410 AT4G21534 AT4G21540 AT5G01810 AT5G56030 AT5G61900 AT1G48130 AT2G17800";"A. thaliana";"AIM"
7.57859197124973e-10;25;241;"Cell morphogenesis involved in differentiation ";"AT1G68090 AT1G61290 AT3G12160 AT1G09080 AT4G02650 AT4G17530 AT4G33970 AT5G47200 AT1G12040 AT1G13180 AT1G20090 AT1G34350 AT1G49240 AT1G74030 AT1G75840 AT2G22640 AT2G34650 AT2G35110 AT2G41970 AT3G18780 AT3G27000 AT3G51300 AT5G18410 AT5G35700 AT1G30825";"A. thaliana";"AIM"
9.31536812663221e-10;49;820;"Translation ";"AT1G04170 AT1G18080 AT1G18540 AT1G48630 AT1G56070 AT1G72370 AT1G74050 AT1G74060 AT2G18720 AT2G20280 AT2G36620 AT2G47610 AT3G04770 AT3G18130 AT3G53020 AT3G57290 AT3G62870 AT4G16720 AT4G17390 AT4G18330 AT5G18410 AT1G26880 AT1G36730 AT1G57720 AT1G58380 AT1G58684 AT1G58983 AT1G59359 AT1G64790 AT1G69620 AT1G73180 AT1G77840 AT2G39460 AT2G40510 AT2G40590 AT2G41840 AT2G45810 AT3G02080 AT3G12915 AT3G28900 AT3G55280 AT3G56340 AT3G57490 AT3G61240 AT4G00660 AT5G15520 AT5G61170 AT3G08720 AT3G08730";"A. thaliana";"AIM"
9.49026676826371e-10;8;14;"Response to insulin ";"AT3G04050 AT3G25960 AT3G55650 AT3G55810 AT4G26390 AT5G08570 AT5G56350 AT5G63680";"A. thaliana";"AIM"
9.49026676826371e-10;8;14;"Cellular response to insulin stimulus ";"AT3G04050 AT3G25960 AT3G55650 AT3G55810 AT4G26390 AT5G08570 AT5G56350 AT5G63680";"A. thaliana";"AIM"
9.49026676826371e-10;8;14;"Cellular response to peptide hormone stimulus ";"AT3G04050 AT3G25960 AT3G55650 AT3G55810 AT4G26390 AT5G08570 AT5G56350 AT5G63680";"A. thaliana";"AIM"
1.06967652257666e-09;49;824;"Peptide biosynthetic process ";"AT1G04170 AT1G18080 AT1G18540 AT1G48630 AT1G56070 AT1G72370 AT1G74050 AT1G74060 AT2G18720 AT2G20280 AT2G36620 AT2G47610 AT3G04770 AT3G18130 AT3G53020 AT3G57290 AT3G62870 AT4G16720 AT4G17390 AT4G18330 AT5G18410 AT1G26880 AT1G36730 AT1G57720 AT1G58380 AT1G58684 AT1G58983 AT1G59359 AT1G64790 AT1G69620 AT1G73180 AT1G77840 AT2G39460 AT2G40510 AT2G40590 AT2G41840 AT2G45810 AT3G02080 AT3G12915 AT3G28900 AT3G55280 AT3G56340 AT3G57490 AT3G61240 AT4G00660 AT5G15520 AT5G61170 AT3G08720 AT3G08730";"A. thaliana";"AIM"
1.94066178222326e-09;8;15;"Response to peptide hormone ";"AT3G04050 AT3G25960 AT3G55650 AT3G55810 AT4G26390 AT5G08570 AT5G56350 AT5G63680";"A. thaliana";"AIM"
1.94066178222326e-09;8;15;"Cellular response to peptide ";"AT3G04050 AT3G25960 AT3G55650 AT3G55810 AT4G26390 AT5G08570 AT5G56350 AT5G63680";"A. thaliana";"AIM"
1.94066178222326e-09;8;15;"Negative regulation of protein depolymerization ";"AT1G71790 AT3G05520 AT2G29890 AT2G41740 AT3G57410 AT4G30160 AT5G57320 AT2G20190";"A. thaliana";"AIM"
2.16030156220231e-09;35;476;"Cellular response to lipid ";"AT1G50700 AT1G61950 AT2G16600 AT2G21130 AT3G04530 AT4G34870 AT5G01060 AT5G62880 AT1G10430 AT1G25490 AT1G50030 AT2G18470 AT3G48040 AT3G50500 AT4G18710 AT4G28950 AT4G33950 AT5G41790 AT5G66880 AT1G18080 AT1G48630 AT3G18130 AT4G38740 AT3G17410 AT4G21534 AT4G21540 AT5G01810 AT1G06390 AT1G35160 AT1G78300 AT2G30980 AT5G10450 AT5G65430 AT2G17800 AT3G45640";"A. thaliana";"AIM"
3.05849296949621e-09;10;30;"Actin filament depolymerization ";"AT1G71790 AT2G01330 AT3G05520 AT3G18060 AT2G29890 AT4G30160 AT2G41740 AT3G57410 AT5G57320 AT3G51300";"A. thaliana";"AIM"
3.73177088979878e-09;8;16;"Negative regulation of protein complex disassembly ";"AT1G71790 AT3G05520 AT2G29890 AT2G41740 AT3G57410 AT4G30160 AT5G57320 AT2G20190";"A. thaliana";"AIM"
3.78256334670593e-09;42;665;"Growth ";"AT1G68090 AT1G61290 AT3G12160 AT1G50030 AT2G19620 AT2G39840 AT3G18140 AT5G11790 AT5G56750 AT1G09080 AT1G75780 AT4G02650 AT4G17530 AT4G33970 AT5G47200 AT1G12040 AT1G13180 AT1G13980 AT1G20090 AT1G34350 AT1G49240 AT1G75840 AT2G20190 AT2G28620 AT2G34650 AT2G35110 AT2G37620 AT2G41970 AT3G07880 AT3G18780 AT3G27000 AT3G51300 AT3G53750 AT4G18710 AT4G30160 AT4G37490 AT5G07830 AT5G09810 AT5G10480 AT5G35700 AT5G60660 AT5G66680";"A. thaliana";"AIM"
4.93035618295365e-09;22;205;"Developmental cell growth ";"AT1G68090 AT1G61290 AT3G12160 AT1G09080 AT4G02650 AT4G17530 AT4G33970 AT5G47200 AT1G20090 AT1G34350 AT1G49240 AT1G75840 AT2G34650 AT2G37620 AT2G41970 AT3G18780 AT3G51300 AT3G53750 AT4G30160 AT5G09810 AT5G35700 AT5G60660";"A. thaliana";"AIM"
6.40380496690304e-09;50;899;"Amide biosynthetic process ";"AT1G04170 AT1G18080 AT1G18540 AT1G48630 AT1G56070 AT1G72370 AT1G74050 AT1G74060 AT2G18720 AT2G20280 AT2G36620 AT2G47610 AT3G04770 AT3G18130 AT3G53020 AT3G57290 AT3G62870 AT4G16720 AT4G17390 AT4G18330 AT4G24830 AT5G18410 AT1G26880 AT1G36730 AT1G57720 AT1G58380 AT1G58684 AT1G58983 AT1G59359 AT1G64790 AT1G69620 AT1G73180 AT1G77840 AT2G39460 AT2G40510 AT2G40590 AT2G41840 AT2G45810 AT3G02080 AT3G12915 AT3G28900 AT3G55280 AT3G56340 AT3G57490 AT3G61240 AT4G00660 AT5G15520 AT5G61170 AT3G08720 AT3G08730";"A. thaliana";"AIM"
6.73550384785068e-09;8;17;"Response to peptide ";"AT3G04050 AT3G25960 AT3G55650 AT3G55810 AT4G26390 AT5G08570 AT5G56350 AT5G63680";"A. thaliana";"AIM"
7.08135828428632e-09;55;1048;"Cellular response to hormone stimulus ";"AT1G50700 AT1G61950 AT2G16600 AT2G21130 AT3G04050 AT3G04530 AT3G25960 AT3G55650 AT3G55810 AT4G26390 AT4G34870 AT5G01060 AT5G08570 AT5G56350 AT5G63680 AT1G50030 AT5G62880 AT1G10430 AT1G25490 AT2G18470 AT2G34650 AT2G46070 AT3G48040 AT3G50500 AT4G16340 AT4G18710 AT4G28950 AT4G33950 AT4G35020 AT5G38480 AT5G41790 AT5G66880 AT1G18080 AT1G48630 AT3G18130 AT3G46060 AT1G19570 AT1G75270 AT4G38740 AT2G17800 AT2G43790 AT3G17410 AT3G53020 AT4G01370 AT4G21534 AT4G21540 AT5G01810 AT1G06390 AT1G35160 AT1G78300 AT2G30980 AT5G10450 AT5G65430 AT1G10210 AT3G45640";"A. thaliana";"AIM"
1.12373460449993e-08;14;80;"Cellular response to heat ";"AT1G09080 AT1G16030 AT1G56410 AT3G09440 AT3G12580 AT5G02490 AT5G02500 AT5G28540 AT5G42020 AT5G56000 AT5G56010 AT5G56030 AT5G07350 AT5G61780";"A. thaliana";"AIM"
1.30104238927664e-08;30;389;"Response to water ";"AT1G01620 AT1G35720 AT1G68090 AT2G16850 AT2G37170 AT2G37180 AT2G38760 AT2G39010 AT2G45960 AT3G53420 AT3G54820 AT3G61430 AT4G00430 AT4G23400 AT4G35100 AT5G10220 AT5G10230 AT5G12380 AT5G60660 AT5G65020 AT3G45640 AT2G14610 AT5G58070 AT3G50500 AT4G33950 AT5G66880 AT2G47800 AT5G56030 AT5G61900 AT1G48130";"A. thaliana";"AIM"
1.53370706223788e-08;40;644;"Response to alcohol ";"AT1G35720 AT1G47510 AT1G50700 AT1G61950 AT3G04530 AT1G10940 AT1G50030 AT2G16850 AT2G37170 AT3G50500 AT3G53420 AT4G30160 AT4G33950 AT4G35100 AT5G08080 AT5G60660 AT5G62880 AT5G66880 AT1G10430 AT1G25490 AT2G18470 AT3G48040 AT4G28950 AT5G41790 AT1G01560 AT1G18080 AT1G48630 AT2G36530 AT2G43790 AT3G11820 AT3G18130 AT3G48330 AT4G01370 AT4G17260 AT3G17410 AT4G21534 AT4G21540 AT5G01810 AT2G17800 AT3G45640";"A. thaliana";"AIM"
1.54854022984698e-08;20;180;"Cellular oxidant detoxification ";"AT1G08830 AT1G12520 AT2G28190 AT5G18100 AT1G09090 AT1G19570 AT1G35720 AT1G48130 AT1G75270 AT3G11630 AT3G45810 AT4G25090 AT5G06290 AT5G07390 AT5G10220 AT5G10230 AT5G16710 AT5G51060 AT5G60010 AT5G65020";"A. thaliana";"AIM"
1.70664301248382e-08;49;898;"Peptide metabolic process ";"AT1G04170 AT1G18080 AT1G18540 AT1G48630 AT1G56070 AT1G72370 AT1G74050 AT1G74060 AT2G18720 AT2G20280 AT2G36620 AT2G47610 AT3G04770 AT3G18130 AT3G53020 AT3G57290 AT3G62870 AT4G16720 AT4G17390 AT4G18330 AT5G18410 AT1G26880 AT1G36730 AT1G57720 AT1G58380 AT1G58684 AT1G58983 AT1G59359 AT1G64790 AT1G69620 AT1G73180 AT1G77840 AT2G39460 AT2G40510 AT2G40590 AT2G41840 AT2G45810 AT3G02080 AT3G12915 AT3G28900 AT3G55280 AT3G56340 AT3G57490 AT3G61240 AT4G00660 AT5G15520 AT5G61170 AT3G08720 AT3G08730";"A. thaliana";"AIM"
2.25684065304045e-08;55;1084;"Cellular response to endogenous stimulus ";"AT1G50700 AT1G61950 AT2G16600 AT2G21130 AT3G04050 AT3G04530 AT3G25960 AT3G55650 AT3G55810 AT4G26390 AT4G34870 AT5G01060 AT5G08570 AT5G56350 AT5G63680 AT1G50030 AT5G62880 AT1G10430 AT1G25490 AT2G18470 AT2G34650 AT2G46070 AT3G48040 AT3G50500 AT4G16340 AT4G18710 AT4G28950 AT4G33950 AT4G35020 AT5G38480 AT5G41790 AT5G66880 AT1G18080 AT1G48630 AT3G18130 AT3G46060 AT1G19570 AT1G75270 AT4G38740 AT2G17800 AT2G43790 AT3G17410 AT3G53020 AT4G01370 AT4G21534 AT4G21540 AT5G01810 AT1G06390 AT1G35160 AT1G78300 AT2G30980 AT5G10450 AT5G65430 AT1G10210 AT3G45640";"A. thaliana";"AIM"
2.49758914697994e-08;11;47;"Protein depolymerization ";"AT1G71790 AT2G01330 AT3G05520 AT3G18060 AT2G29890 AT4G30160 AT2G41740 AT3G57410 AT5G57320 AT3G51300 AT2G20190";"A. thaliana";"AIM"
3.15977098951981e-08;29;381;"Response to water deprivation ";"AT1G01620 AT1G35720 AT1G68090 AT2G16850 AT2G37170 AT2G37180 AT2G38760 AT2G39010 AT2G45960 AT3G53420 AT3G54820 AT3G61430 AT4G00430 AT4G23400 AT4G35100 AT5G10220 AT5G10230 AT5G12380 AT5G60660 AT5G65020 AT3G45640 AT2G14610 AT5G58070 AT3G50500 AT4G33950 AT5G66880 AT2G47800 AT5G56030 AT1G48130";"A. thaliana";"AIM"
3.22621312910539e-08;60;1250;"Regulation of biological quality ";"AT1G10130 AT1G20090 AT1G30450 AT1G30825 AT1G71790 AT1G75840 AT2G01330 AT2G17800 AT2G22640 AT2G33385 AT2G44690 AT3G05520 AT3G11630 AT3G12300 AT3G18060 AT3G48040 AT3G51300 AT3G58730 AT4G28950 AT4G35020 AT4G35950 AT5G06290 AT5G45970 AT5G56000 AT5G56010 AT5G56030 AT5G62880 AT1G25490 AT2G29890 AT3G26520 AT5G06140 AT1G13180 AT1G48130 AT2G18990 AT2G41740 AT3G25580 AT3G27000 AT3G57410 AT4G30160 AT5G12200 AT5G57320 AT1G13980 AT1G50030 AT1G69960 AT2G19620 AT2G20190 AT2G34650 AT3G11820 AT3G59790 AT4G16340 AT5G04430 AT5G07350 AT5G11790 AT5G56750 AT5G58070 AT5G61780 AT5G61900 AT1G12520 AT2G35110 AT5G18410";"A. thaliana";"AIM"
3.25214177257242e-08;5;5;" de novo  CTP biosynthetic process ";"AT1G30820 AT2G34890 AT3G12670 AT4G02120 AT4G20320";"A. thaliana";"AIM"
3.25214177257242e-08;5;5;"Actin filament network formation ";"AT2G04750 AT4G26700 AT5G35700 AT5G48460 AT5G55400";"A. thaliana";"AIM"
3.78510881265574e-08;114;3121;"Anatomical structure development ";"AT1G20090 AT1G68090 AT1G71790 AT1G75840 AT2G16600 AT2G17800 AT2G21130 AT2G29960 AT2G35110 AT2G44690 AT3G48040 AT3G51300 AT4G28950 AT4G34870 AT4G35020 AT4G35950 AT5G18410 AT5G45970 AT5G62880 AT1G61290 AT3G12160 AT1G12040 AT1G13180 AT1G50030 AT1G62440 AT2G34650 AT2G41980 AT2G42230 AT3G18140 AT3G27000 AT3G57290 AT3G57890 AT3G58040 AT3G61790 AT4G16340 AT4G27880 AT5G10480 AT5G16780 AT5G22330 AT1G09080 AT1G75780 AT3G47440 AT5G45890 AT1G13980 AT1G18080 AT1G48630 AT2G02970 AT2G42500 AT2G43790 AT3G18130 AT3G45640 AT3G50500 AT4G02650 AT4G17530 AT4G18710 AT4G31880 AT4G33970 AT5G07120 AT5G16500 AT5G47200 AT5G58440 AT5G66880 AT1G07880 AT1G09090 AT1G10130 AT1G10940 AT1G26830 AT1G31660 AT1G34350 AT1G35720 AT1G49240 AT1G60940 AT1G74030 AT1G79280 AT2G18470 AT2G20190 AT2G22640 AT2G28620 AT2G37620 AT2G41970 AT3G05840 AT3G07880 AT3G18780 AT3G27530 AT3G44110 AT3G48330 AT3G48750 AT3G53020 AT3G53750 AT3G59790 AT4G00231 AT4G01370 AT4G21540 AT4G30160 AT4G33950 AT4G38740 AT5G02500 AT5G06140 AT5G07830 AT5G09810 AT5G18700 AT5G26751 AT5G35700 AT5G50260 AT5G51060 AT5G56030 AT5G58070 AT5G58710 AT5G60660 AT5G61780 AT5G65020 AT5G66680 AT1G30825 AT1G48130";"A. thaliana";"AIM"
3.91364208929567e-08;39;640;"Response to abscisic acid ";"AT1G35720 AT1G47510 AT1G50700 AT1G61950 AT3G04530 AT1G10940 AT2G16850 AT2G37170 AT3G50500 AT3G53420 AT4G30160 AT4G33950 AT4G35100 AT5G08080 AT5G60660 AT5G62880 AT5G66880 AT1G10430 AT1G25490 AT2G18470 AT3G48040 AT4G28950 AT5G41790 AT1G01560 AT1G18080 AT1G48630 AT2G36530 AT2G43790 AT3G11820 AT3G18130 AT3G48330 AT4G01370 AT4G17260 AT3G17410 AT4G21534 AT4G21540 AT5G01810 AT2G17800 AT3G45640";"A. thaliana";"AIM"
4.25488445216589e-08;7;14;"Negative regulation of actin filament depolymerization ";"AT1G71790 AT3G05520 AT2G29890 AT2G41740 AT3G57410 AT4G30160 AT5G57320";"A. thaliana";"AIM"
4.25488445216589e-08;7;14;"Actin filament capping ";"AT1G71790 AT3G05520 AT2G29890 AT2G41740 AT3G57410 AT4G30160 AT5G57320";"A. thaliana";"AIM"
4.43128799923973e-08;20;192;"Cellular detoxification ";"AT1G08830 AT1G12520 AT2G28190 AT5G18100 AT1G09090 AT1G19570 AT1G35720 AT1G48130 AT1G75270 AT3G11630 AT3G45810 AT4G25090 AT5G06290 AT5G07390 AT5G10220 AT5G10230 AT5G16710 AT5G51060 AT5G60010 AT5G65020";"A. thaliana";"AIM"
5.26628673154798e-08;6;9;"One-carbon compound transport ";"AT3G47440 AT1G80760 AT2G36830 AT3G16240 AT5G47450 AT2G45960";"A. thaliana";"AIM"
7.12717122819549e-08;8;22;"Negative regulation of cytoskeleton organization ";"AT1G71790 AT3G05520 AT2G29890 AT2G41740 AT3G57410 AT4G30160 AT5G57320 AT2G20190";"A. thaliana";"AIM"
7.12717122819549e-08;8;22;"Negative regulation of supramolecular fiber organization ";"AT1G71790 AT3G05520 AT2G29890 AT2G41740 AT3G57410 AT4G30160 AT5G57320 AT2G20190";"A. thaliana";"AIM"
7.60087233858116e-08;14;93;"Pyruvate metabolic process ";"AT1G79750 AT2G19900 AT3G04050 AT3G25960 AT3G55650 AT3G55810 AT4G26390 AT5G08570 AT5G11670 AT5G25880 AT5G56350 AT5G63680 AT1G74030 AT2G36530";"A. thaliana";"AIM"
7.60087233858116e-08;24;282;"Unidimensional cell growth ";"AT1G68090 AT1G61290 AT3G12160 AT1G09080 AT1G75780 AT4G02650 AT4G17530 AT4G33970 AT5G47200 AT1G12040 AT1G13980 AT1G20090 AT1G34350 AT1G49240 AT1G75840 AT2G20190 AT2G28620 AT2G41970 AT3G07880 AT3G18780 AT3G51300 AT5G07830 AT5G35700 AT5G66680";"A. thaliana";"AIM"
1.15324781090835e-07;31;455;"Developmental growth ";"AT1G68090 AT1G61290 AT3G12160 AT1G09080 AT1G75780 AT4G02650 AT4G17530 AT4G33970 AT5G47200 AT1G12040 AT1G13980 AT1G20090 AT1G34350 AT1G49240 AT1G75840 AT2G20190 AT2G28620 AT2G34650 AT2G37620 AT2G41970 AT3G07880 AT3G18780 AT3G51300 AT3G53750 AT4G30160 AT5G07830 AT5G09810 AT5G10480 AT5G35700 AT5G60660 AT5G66680";"A. thaliana";"AIM"
1.20167003945e-07;20;204;"Cellular response to toxic substance ";"AT1G08830 AT1G12520 AT2G28190 AT5G18100 AT1G09090 AT1G19570 AT1G35720 AT1G48130 AT1G75270 AT3G11630 AT3G45810 AT4G25090 AT5G06290 AT5G07390 AT5G10220 AT5G10230 AT5G16710 AT5G51060 AT5G60010 AT5G65020";"A. thaliana";"AIM"
1.24169094269897e-07;6;10;"Regulation of exocytosis ";"AT3G09900 AT3G46060 AT3G53610 AT5G03520 AT5G59840 AT3G51300";"A. thaliana";"AIM"
1.27286847445581e-07;36;588;"Regulation of protein metabolic process ";"AT1G18080 AT1G47710 AT1G48630 AT1G62170 AT1G64030 AT2G14540 AT2G16600 AT2G21130 AT2G25240 AT2G26390 AT2G26760 AT2G35580 AT3G18130 AT3G45220 AT3G46140 AT4G34870 AT4G37490 AT5G18410 AT5G04510 AT1G13320 AT1G25490 AT1G64790 AT1G73180 AT2G45810 AT3G05520 AT3G06110 AT3G25800 AT3G57290 AT3G61240 AT4G00660 AT1G79280 AT4G38740 AT5G10450 AT5G10480 AT3G08720 AT3G08730";"A. thaliana";"AIM"
1.50863805056075e-07;8;24;"Vesicle docking involved in exocytosis ";"AT3G09900 AT3G46060 AT3G53610 AT5G03520 AT5G59840 AT1G02010 AT1G12360 AT4G12120";"A. thaliana";"AIM"
1.50863805056075e-07;8;24;"Exocytic process ";"AT3G09900 AT3G46060 AT3G53610 AT5G03520 AT5G59840 AT1G02010 AT1G12360 AT4G12120";"A. thaliana";"AIM"
1.58723359326346e-07;11;56;"Vesicle fusion ";"AT1G08560 AT1G61290 AT2G18260 AT3G03800 AT3G11820 AT3G24350 AT3G52400 AT4G03330 AT5G05760 AT5G08080 AT3G27530";"A. thaliana";"AIM"
1.75380622042448e-07;35;569;"Regulation of cellular protein metabolic process ";"AT1G18080 AT1G47710 AT1G48630 AT1G62170 AT1G64030 AT2G14540 AT2G16600 AT2G21130 AT2G25240 AT2G26390 AT2G26760 AT2G35580 AT3G18130 AT3G45220 AT3G46140 AT4G34870 AT4G37490 AT5G18410 AT5G04510 AT1G13320 AT1G25490 AT1G64790 AT1G73180 AT2G45810 AT3G05520 AT3G06110 AT3G25800 AT3G57290 AT3G61240 AT4G00660 AT1G79280 AT4G38740 AT5G10480 AT3G08720 AT3G08730";"A. thaliana";"AIM"
2.38111590810248e-07;17;154;"Regulation of transport ";"AT3G09900 AT3G46060 AT3G53610 AT5G03520 AT5G59840 AT1G16920 AT3G51300 AT4G18710 AT4G33950 AT1G19570 AT1G69960 AT2G19620 AT3G03960 AT5G11790 AT5G56750 AT1G13980 AT5G41790";"A. thaliana";"AIM"
2.58040471514059e-07;6;11;"Regulation of secretion by cell ";"AT3G09900 AT3G46060 AT3G53610 AT5G03520 AT5G59840 AT3G51300";"A. thaliana";"AIM"
3.30936407905372e-07;11;60;"Organelle membrane fusion ";"AT1G08560 AT1G61290 AT2G18260 AT3G03800 AT3G11820 AT3G24350 AT3G52400 AT4G03330 AT5G05760 AT5G08080 AT3G27530";"A. thaliana";"AIM"
5.01327747632018e-07;6;12;"Regulation of secretion ";"AT3G09900 AT3G46060 AT3G53610 AT5G03520 AT5G59840 AT3G51300";"A. thaliana";"AIM"
5.11270248483686e-07;7;19;"Negative regulation of actin filament polymerization ";"AT1G71790 AT3G05520 AT2G29890 AT2G41740 AT3G57410 AT4G30160 AT5G57320";"A. thaliana";"AIM"
5.11270248483686e-07;22;267;"Plant epidermis development ";"AT1G13980 AT4G18710 AT1G12040 AT1G13180 AT1G49240 AT1G74030 AT2G22640 AT2G34650 AT2G35110 AT2G37620 AT2G41970 AT3G07880 AT3G18780 AT3G27000 AT3G48750 AT3G53750 AT4G30160 AT5G09810 AT5G18410 AT5G51060 AT5G60660 AT1G30825";"A. thaliana";"AIM"
5.180281544084e-07;9;38;"Response to unfolded protein ";"AT1G09080 AT1G16030 AT1G56410 AT3G09440 AT3G12580 AT5G02490 AT5G02500 AT5G28540 AT5G42020";"A. thaliana";"AIM"
5.180281544084e-07;9;38;"Cellular response to unfolded protein ";"AT1G09080 AT1G16030 AT1G56410 AT3G09440 AT3G12580 AT5G02490 AT5G02500 AT5G28540 AT5G42020";"A. thaliana";"AIM"
5.28073291841128e-07;41;767;"Cell differentiation ";"AT1G68090 AT1G61290 AT3G12160 AT5G22330 AT1G09080 AT3G47440 AT5G45890 AT1G13980 AT2G42500 AT4G02650 AT4G17530 AT4G18710 AT4G33970 AT5G47200 AT1G12040 AT1G13180 AT1G20090 AT1G34350 AT1G49240 AT1G74030 AT1G75840 AT2G22640 AT2G34650 AT2G35110 AT2G37620 AT2G41970 AT3G07880 AT3G18780 AT3G27000 AT3G48750 AT3G51300 AT3G53750 AT4G30160 AT5G09810 AT5G10480 AT5G18410 AT5G35700 AT5G50260 AT5G51060 AT5G60660 AT1G30825";"A. thaliana";"AIM"
5.28073291841128e-07;15;126;"Nucleobase-containing small molecule biosynthetic process ";"AT1G30820 AT2G34890 AT3G04050 AT3G12670 AT3G25960 AT3G55650 AT3G55810 AT4G02120 AT4G20320 AT4G26390 AT5G08570 AT5G56350 AT5G63680 AT1G74030 AT2G36530";"A. thaliana";"AIM"
